image_1,image_2,angular_distance_degrees,image_1_height,image_1_width,image_2_height,image_2_width
3d_dollhouse_sink/multiview-05-pixel_5/images/001.jpg,3d_dollhouse_sink/multiview-05-pixel_5/images/034.jpg,79.95944889086744,3024,4032,3024,4032
schleich_bald_eagle/multiview-11-canon_t4i/images/020.jpg,schleich_bald_eagle/multiview-11-canon_t4i/images/041.jpg,79.29290932332357,3456,5184,3456,5184
keywest_showpiece_s/multiview-00-pixel_6pro/images/005.jpg,keywest_showpiece_s/multiview-00-pixel_6pro/images/013.jpg,42.226567758295204,3072,4080,3072,4080
duck_bath_yellow_s/multiview-02-pixel_6pro/images/003.jpg,duck_bath_yellow_s/multiview-02-pixel_6pro/images/005.jpg,59.765961369460605,3072,4080,3072,4080
schleich_bald_eagle/multiview-07-pixel_4xl/images/022.jpg,schleich_bald_eagle/multiview-07-pixel_4xl/images/024.jpg,59.26104041009263,3024,4032,3024,4032
weisshai_great_white_shark/multiview-08-ipad_5/images/025.jpg,weisshai_great_white_shark/multiview-08-ipad_5/images/040.jpg,50.327543731992854,3024,4032,3024,4032
water_gun_toy_yellow/multiview-02-pixel_6pro/images/000.jpg,water_gun_toy_yellow/multiview-02-pixel_6pro/images/008.jpg,79.00124041290775,3072,4080,3072,4080
water_gun_toy_green/multiview-02-pixel_6pro/images/001.jpg,water_gun_toy_green/multiview-02-pixel_6pro/images/011.jpg,43.22971207341584,3072,4080,3072,4080
schleich_spinosaurus_action_figure/multiview-10-canon_t4i/images/002.jpg,schleich_spinosaurus_action_figure/multiview-10-canon_t4i/images/025.jpg,55.9379637465465,3456,5184,3456,5184
schleich_bald_eagle/multiview-11-pixel_7/images/042.jpg,schleich_bald_eagle/multiview-11-pixel_7/images/044.jpg,69.28269130660658,3072,4080,3072,4080
weisshai_great_white_shark/multiview-09-sony_a7iv/images/017.jpg,weisshai_great_white_shark/multiview-09-sony_a7iv/images/046.jpg,66.62405818641655,6336,9504,6336,9504
bottle_vitamin_d_tablets/multiview-01-pixel_4a/images/007.jpg,bottle_vitamin_d_tablets/multiview-01-pixel_4a/images/010.jpg,78.44411482672106,3024,4032,3024,4032
schleich_african_black_rhino/multiview-07-pixel_4xl/images/011.jpg,schleich_african_black_rhino/multiview-07-pixel_4xl/images/037.jpg,50.52651107223784,3024,4032,3024,4032
pumpkin_showpiece_s/multiview-02-pixel_6pro/images/000.jpg,pumpkin_showpiece_s/multiview-02-pixel_6pro/images/015.jpg,73.98817411607398,3072,4080,3072,4080
can_kernel_corn/multiview-03-pixel_6pro/images/004.jpg,can_kernel_corn/multiview-03-pixel_6pro/images/008.jpg,43.90333861305258,3072,4080,3072,4080
schleich_bald_eagle/multiview-11-canon_t4i/images/036.jpg,schleich_bald_eagle/multiview-11-canon_t4i/images/040.jpg,64.17181557600354,3456,5184,3456,5184
pumpkin_showpiece_s/multiview-01-pixel_4a/images/008.jpg,pumpkin_showpiece_s/multiview-01-pixel_4a/images/014.jpg,79.56107873380054,3024,4032,3024,4032
water_gun_toy_green/multiview-03-pixel_6pro/images/003.jpg,water_gun_toy_green/multiview-03-pixel_6pro/images/009.jpg,68.47090114173287,3072,4080,3072,4080
water_gun_toy_yellow/multiview-02-pixel_6pro/images/004.jpg,water_gun_toy_yellow/multiview-02-pixel_6pro/images/012.jpg,42.62147259438241,3072,4080,3072,4080
schleich_bald_eagle/multiview-07-pixel_4xl/images/003.jpg,schleich_bald_eagle/multiview-07-pixel_4xl/images/021.jpg,42.77592507165657,3024,4032,3024,4032
steps_small_showpiece/multiview-04-pixel_6pro/images/006.jpg,steps_small_showpiece/multiview-04-pixel_6pro/images/017.jpg,66.57944265383101,3072,4080,3072,4080
circo_fish_toothbrush_holder_14995988/multiview-13-canon_t4i/images/002.jpg,circo_fish_toothbrush_holder_14995988/multiview-13-canon_t4i/images/005.jpg,67.71495486154261,3456,5184,3456,5184
circo_fish_toothbrush_holder_14995988/multiview-15-canon_t4i/images/044.jpg,circo_fish_toothbrush_holder_14995988/multiview-15-canon_t4i/images/112.jpg,77.68371999732923,3456,5184,3456,5184
welcome_sign_mushrooms/multiview-00-pixel_4a/images/012.jpg,welcome_sign_mushrooms/multiview-00-pixel_4a/images/018.jpg,52.34315720028113,3024,4032,3024,4032
school_bus/multiview-10-canon_t4i/images/015.jpg,school_bus/multiview-10-canon_t4i/images/020.jpg,51.663319587030756,3456,5184,3456,5184
tractor_green_showpiece/multiview-04-pixel_6pro/images/010.jpg,tractor_green_showpiece/multiview-04-pixel_6pro/images/015.jpg,79.92399810115423,3072,4080,3072,4080
hut_mushrooms_showpiece/multiview-02-pixel_6pro/images/003.jpg,hut_mushrooms_showpiece/multiview-02-pixel_6pro/images/019.jpg,50.971852991949525,3072,4080,3072,4080
water_gun_toy_green/multiview-02-pixel_6pro/images/016.jpg,water_gun_toy_green/multiview-02-pixel_6pro/images/019.jpg,56.20079576680877,3072,4080,3072,4080
remote_control_toy_car_s/multiview-01-pixel_4a/images/008.jpg,remote_control_toy_car_s/multiview-01-pixel_4a/images/020.jpg,56.506405227187194,3024,4032,3024,4032
hand_drill_cordless_blue_black/multiview-02-pixel_6pro/images/002.jpg,hand_drill_cordless_blue_black/multiview-02-pixel_6pro/images/021.jpg,65.46136953767058,3072,4080,3072,4080
garbage_truck_green_toy_s/multiview-04-pixel_6pro/images/002.jpg,garbage_truck_green_toy_s/multiview-04-pixel_6pro/images/024.jpg,44.149194182385564,3072,4080,3072,4080
schleich_lion_action_figure/multiview-10-pixel_5/images/018.jpg,schleich_lion_action_figure/multiview-10-pixel_5/images/027.jpg,72.1921501497063,3024,4032,3024,4032
remote_control_toy_car_s/multiview-00-pixel_4a/images/014.jpg,remote_control_toy_car_s/multiview-00-pixel_4a/images/020.jpg,69.7506546030613,3024,4032,3024,4032
duck_bath_yellow_s/multiview-03-pixel_6pro/images/002.jpg,duck_bath_yellow_s/multiview-03-pixel_6pro/images/009.jpg,42.606600825748814,3072,4080,3072,4080
tumbler_air_balloon/multiview-04-pixel_6pro/images/005.jpg,tumbler_air_balloon/multiview-04-pixel_6pro/images/013.jpg,58.84056555693992,3072,4080,3072,4080
dino_4/multiview-08-pixel_5/images/002.jpg,dino_4/multiview-08-pixel_5/images/007.jpg,50.01712888130209,3024,4032,3024,4032
duck_bath_yellow_s/multiview-00-pixel_4a/images/001.jpg,duck_bath_yellow_s/multiview-00-pixel_4a/images/002.jpg,74.60265971680838,3024,4032,3024,4032
steps_small_showpiece/multiview-01-pixel_4a/images/010.jpg,steps_small_showpiece/multiview-01-pixel_4a/images/015.jpg,43.311497009312966,3024,4032,3024,4032
fire_engine_toy_red_yellow_s/multiview-04-pixel_6pro/images/005.jpg,fire_engine_toy_red_yellow_s/multiview-04-pixel_6pro/images/013.jpg,56.34617995054422,3072,4080,3072,4080
bottle_vitamin_d_tablets/multiview-00-pixel_4a/images/010.jpg,bottle_vitamin_d_tablets/multiview-00-pixel_4a/images/020.jpg,72.56468214053999,3024,4032,3024,4032
keywest_showpiece_s/multiview-03-pixel_6pro/images/009.jpg,keywest_showpiece_s/multiview-03-pixel_6pro/images/017.jpg,62.837017155316275,3072,4080,3072,4080
welcome_sign_mushrooms/multiview-04-pixel_6pro/images/000.jpg,welcome_sign_mushrooms/multiview-04-pixel_6pro/images/007.jpg,43.69277595423385,3072,4080,3072,4080
well_with_leaf_roof_showpiece/multiview-02-pixel_6pro/images/009.jpg,well_with_leaf_roof_showpiece/multiview-02-pixel_6pro/images/017.jpg,58.97488577190713,3072,4080,3072,4080
box_multi_door_colored/multiview-02-pixel_6pro/images/013.jpg,box_multi_door_colored/multiview-02-pixel_6pro/images/023.jpg,67.92658094501135,3072,4080,3072,4080
tumbler_air_balloon/multiview-00-pixel_4a/images/000.jpg,tumbler_air_balloon/multiview-00-pixel_4a/images/015.jpg,65.43331270111673,3024,4032,3024,4032
fire_engine_toy_red_yellow_s/multiview-02-pixel_6pro/images/003.jpg,fire_engine_toy_red_yellow_s/multiview-02-pixel_6pro/images/007.jpg,76.89857682024154,3072,4080,3072,4080
schleich_hereford_bull/multiview-06-ipad_5/images/001.jpg,schleich_hereford_bull/multiview-06-ipad_5/images/015.jpg,56.65813973062592,3024,4032,3024,4032
water_gun_toy_white/multiview-01-pixel_4a/images/012.jpg,water_gun_toy_white/multiview-01-pixel_4a/images/015.jpg,72.62309456191946,3024,4032,3024,4032
can_kernel_corn/multiview-01-pixel_4a/images/008.jpg,can_kernel_corn/multiview-01-pixel_4a/images/022.jpg,69.71025177237767,3024,4032,3024,4032
box_multi_door_colored/multiview-03-pixel_6pro/images/000.jpg,box_multi_door_colored/multiview-03-pixel_6pro/images/011.jpg,41.344376917153475,3072,4080,3072,4080
bunny_racer/multiview-09-pixel_4xl/images/001.jpg,bunny_racer/multiview-09-pixel_4xl/images/030.jpg,52.88185346838097,3024,4032,3024,4032
bottle_vitamin_d_tablets/multiview-00-pixel_4a/images/002.jpg,bottle_vitamin_d_tablets/multiview-00-pixel_4a/images/016.jpg,73.97314887783223,3024,4032,3024,4032
dino_4/multiview-08-pixel_5/images/025.jpg,dino_4/multiview-08-pixel_5/images/030.jpg,47.60390393659258,3024,4032,3024,4032
keywest_showpiece_s/multiview-00-pixel_6pro/images/005.jpg,keywest_showpiece_s/multiview-00-pixel_6pro/images/023.jpg,75.86131495897229,3072,4080,3072,4080
water_gun_toy_white/multiview-01-pixel_4a/images/003.jpg,water_gun_toy_white/multiview-01-pixel_4a/images/019.jpg,64.5593702379683,3024,4032,3024,4032
bottle_vitamin_d_tablets/multiview-04-pixel_6pro/images/006.jpg,bottle_vitamin_d_tablets/multiview-04-pixel_6pro/images/017.jpg,72.8255313727411,3072,4080,3072,4080
soldier_wood_showpiece/multiview-04-pixel_6pro/images/007.jpg,soldier_wood_showpiece/multiview-04-pixel_6pro/images/021.jpg,70.60482304384637,3072,4080,3072,4080
box_multi_door_colored/multiview-02-pixel_6pro/images/001.jpg,box_multi_door_colored/multiview-02-pixel_6pro/images/024.jpg,73.26817943004981,3072,4080,3072,4080
welcome_sign_mushrooms/multiview-01-pixel_4a/images/002.jpg,welcome_sign_mushrooms/multiview-01-pixel_4a/images/006.jpg,43.19819554232938,3024,4032,3024,4032
duck_bath_yellow_s/multiview-00-pixel_4a/images/006.jpg,duck_bath_yellow_s/multiview-00-pixel_4a/images/013.jpg,45.30317033515099,3024,4032,3024,4032
bottle_vitamin_d_tablets/multiview-01-pixel_4a/images/011.jpg,bottle_vitamin_d_tablets/multiview-01-pixel_4a/images/022.jpg,41.20331071465837,3024,4032,3024,4032
schleich_lion_action_figure/multiview-09-ipad_5/images/005.jpg,schleich_lion_action_figure/multiview-09-ipad_5/images/007.jpg,48.496377295272026,3024,4032,3024,4032
hand_drill_cordless_blue_black/multiview-04-pixel_6pro/images/001.jpg,hand_drill_cordless_blue_black/multiview-04-pixel_6pro/images/019.jpg,42.046237441386964,3072,4080,3072,4080
water_gun_toy_white/multiview-02-pixel_6pro/images/007.jpg,water_gun_toy_white/multiview-02-pixel_6pro/images/017.jpg,49.65665658782072,3072,4080,3072,4080
tumbler_air_balloon/multiview-03-pixel_6pro/images/004.jpg,tumbler_air_balloon/multiview-03-pixel_6pro/images/006.jpg,65.72963466117541,3072,4080,3072,4080
hand_drill_cordless_blue_black/multiview-04-pixel_6pro/images/001.jpg,hand_drill_cordless_blue_black/multiview-04-pixel_6pro/images/020.jpg,65.85310252939516,3072,4080,3072,4080
remote_control_toy_car_s/multiview-01-pixel_4a/images/013.jpg,remote_control_toy_car_s/multiview-01-pixel_4a/images/016.jpg,69.72368002816688,3024,4032,3024,4032
