image_1,image_2,angular_distance_degrees,image_1_height,image_1_width,image_2_height,image_2_width
water_gun_toy_white/wild_set/images/029.jpg,water_gun_toy_white/wild_set/images/045.jpg,86.62462829621074,3024,4032,4000,6000
shoe_right_gray_s/wild_set/images/007.jpg,shoe_right_gray_s/wild_set/images/029.jpg,98.92178439897123,3024,4032,3024,4032
schleich_lion_action_figure/wild_set/images/023.jpg,schleich_lion_action_figure/wild_set/images/018.jpg,91.09772745243286,3024,4032,3024,4032
schleich_spinosaurus_action_figure/wild_set/images/008.jpg,schleich_spinosaurus_action_figure/wild_set/images/007.jpg,109.42461549662694,3024,4032,3456,5184
ice_cream_cart_showpiece/wild_set/images/015.jpg,ice_cream_cart_showpiece/wild_set/images/045.jpg,99.96707842747252,4000,6000,3024,4032
tractor_green_showpiece/wild_set/images/039.jpg,tractor_green_showpiece/wild_set/images/045.jpg,106.98487734640038,3072,4080,3024,4032
schleich_african_black_rhino/wild_set/images/039.jpg,schleich_african_black_rhino/wild_set/images/013.jpg,97.90423396395198,3456,5184,3024,4032
keywest_showpiece_s/wild_set/images/001.jpg,keywest_showpiece_s/wild_set/images/079.jpg,100.69375566942792,3024,4032,3024,4032
hand_drill_cordless_blue_black/wild_set/images/060.jpg,hand_drill_cordless_blue_black/wild_set/images/053.jpg,118.12017664270455,3024,4032,3024,4032
can_kernel_corn/wild_set/images/009.jpg,can_kernel_corn/wild_set/images/015.jpg,112.46954762128279,3024,4032,3024,4032
garbage_truck_green_toy_s/wild_set/images/028.jpg,garbage_truck_green_toy_s/wild_set/images/017.jpg,92.20754505954987,4000,6000,3024,4032
keywest_showpiece_s/wild_set/images/030.jpg,keywest_showpiece_s/wild_set/images/056.jpg,119.50778597125058,3024,4032,4000,6000
keywest_showpiece_s/wild_set/images/005.jpg,keywest_showpiece_s/wild_set/images/064.jpg,80.1007055951699,3024,4032,3024,4032
pumpkin_showpiece_s/wild_set/images/028.jpg,pumpkin_showpiece_s/wild_set/images/074.jpg,103.02640196163935,4000,6000,4000,6000
3d_dollhouse_sink/wild_set/images/025.jpg,3d_dollhouse_sink/wild_set/images/026.jpg,105.06348933375932,3456,5184,3024,4032
weisshai_great_white_shark/wild_set/images/005.jpg,weisshai_great_white_shark/wild_set/images/023.jpg,103.90487623187445,3024,4032,3456,5184
duck_bath_yellow_s/wild_set/images/069.jpg,duck_bath_yellow_s/wild_set/images/009.jpg,96.66285600888271,3024,4032,3024,4032
chicken_racer/wild_set/images/016.jpg,chicken_racer/wild_set/images/034.jpg,96.17550126934978,4032,3024,3024,4032
schleich_bald_eagle/wild_set/images/036.jpg,schleich_bald_eagle/wild_set/images/006.jpg,82.89212931841186,3024,4032,3024,4032
garbage_truck_green_toy_s/wild_set/images/011.jpg,garbage_truck_green_toy_s/wild_set/images/071.jpg,87.30163600390186,3024,4032,3024,4032
soldier_wood_showpiece/wild_set/images/037.jpg,soldier_wood_showpiece/wild_set/images/012.jpg,96.52003300350383,3024,4032,4000,6000
ice_cream_cart_showpiece/wild_set/images/030.jpg,ice_cream_cart_showpiece/wild_set/images/039.jpg,101.77816831577273,4000,6000,3072,4080
schleich_lion_action_figure/wild_set/images/061.jpg,schleich_lion_action_figure/wild_set/images/017.jpg,85.885572434173,3024,4032,3024,4032
remote_control_toy_car_s/wild_set/images/029.jpg,remote_control_toy_car_s/wild_set/images/024.jpg,115.08199063182036,3024,4032,3024,4032
remote_control_toy_car_s/wild_set/images/062.jpg,remote_control_toy_car_s/wild_set/images/045.jpg,102.50806034898898,4000,6000,4032,3024
school_bus/wild_set/images/058.jpg,school_bus/wild_set/images/012.jpg,110.5085714928171,3024,4032,3024,4032
chicken_racer/wild_set/images/054.jpg,chicken_racer/wild_set/images/021.jpg,106.47251688448686,3024,4032,3024,4032
schleich_spinosaurus_action_figure/wild_set/images/033.jpg,schleich_spinosaurus_action_figure/wild_set/images/005.jpg,115.33595165356991,3024,4032,3072,4080
water_gun_toy_yellow/wild_set/images/029.jpg,water_gun_toy_yellow/wild_set/images/018.jpg,85.04403679506416,3024,4032,3072,4080
can_kernel_corn/wild_set/images/026.jpg,can_kernel_corn/wild_set/images/020.jpg,85.21854996812735,3024,4032,3024,4032
water_gun_toy_yellow/wild_set/images/021.jpg,water_gun_toy_yellow/wild_set/images/008.jpg,118.89474609385535,3072,4080,3072,4080
bunny_racer/wild_set/images/030.jpg,bunny_racer/wild_set/images/072.jpg,94.84998991932599,3024,4032,3024,4032
weisshai_great_white_shark/wild_set/images/027.jpg,weisshai_great_white_shark/wild_set/images/004.jpg,92.2121802667402,3024,4032,3456,5184
schleich_bald_eagle/wild_set/images/029.jpg,schleich_bald_eagle/wild_set/images/031.jpg,89.70219265647424,3024,4032,3024,4032
schleich_hereford_bull/wild_set/images/060.jpg,schleich_hereford_bull/wild_set/images/040.jpg,107.90002273908968,3024,4032,3024,4032
steps_small_showpiece/wild_set/images/049.jpg,steps_small_showpiece/wild_set/images/030.jpg,91.18655025281869,3024,4032,4000,6000
schleich_hereford_bull/wild_set/images/039.jpg,schleich_hereford_bull/wild_set/images/027.jpg,111.57535346317324,3456,5184,3024,4032
water_gun_toy_white/wild_set/images/004.jpg,water_gun_toy_white/wild_set/images/008.jpg,98.01310984141699,3024,4032,4000,6000
tractor_green_showpiece/wild_set/images/031.jpg,tractor_green_showpiece/wild_set/images/014.jpg,111.92752443109565,3024,4032,3024,4032
circo_fish_toothbrush_holder_14995988/wild_set/images/008.jpg,circo_fish_toothbrush_holder_14995988/wild_set/images/002.jpg,96.99510984703576,3024,4032,3072,4080
