image_1,image_2,angular_distance_degrees,image_1_height,image_1_width,image_2_height,image_2_width
garbage_truck_green_toy_s/wild_set/images/030.jpg,garbage_truck_green_toy_s/wild_set/images/006.jpg,61.25934296240987,3024,4032,3024,4032
tractor_green_showpiece/wild_set/images/024.jpg,tractor_green_showpiece/wild_set/images/015.jpg,79.52618181632334,3024,4032,4000,6000
welcome_sign_mushrooms/wild_set/images/038.jpg,welcome_sign_mushrooms/wild_set/images/025.jpg,40.73559622202138,4000,6000,3072,4080
keywest_showpiece_s/wild_set/images/045.jpg,keywest_showpiece_s/wild_set/images/078.jpg,62.36023684950755,3024,4032,3024,4032
weisshai_great_white_shark/wild_set/images/031.jpg,weisshai_great_white_shark/wild_set/images/013.jpg,64.62603336004146,3024,4032,3024,4032
school_bus/wild_set/images/048.jpg,school_bus/wild_set/images/034.jpg,53.30510924409372,3024,4032,3024,4032
schleich_african_black_rhino/wild_set/images/050.jpg,schleich_african_black_rhino/wild_set/images/075.jpg,51.02263234610467,3024,4032,3024,4032
shoe_right_gray_s/wild_set/images/065.jpg,shoe_right_gray_s/wild_set/images/037.jpg,49.76041647500666,3024,4032,3024,4032
can_kernel_corn/wild_set/images/013.jpg,can_kernel_corn/wild_set/images/010.jpg,74.56167425203685,3024,4032,3024,4032
duck_bath_yellow_s/wild_set/images/033.jpg,duck_bath_yellow_s/wild_set/images/000.jpg,58.51631118053778,3024,4032,3024,4032
chicken_racer/wild_set/images/009.jpg,chicken_racer/wild_set/images/002.jpg,71.03374559213033,3456,5184,3024,4032
tumbler_air_balloon/wild_set/images/034.jpg,tumbler_air_balloon/wild_set/images/031.jpg,44.93030576174049,4000,6000,3024,4032
keywest_showpiece_s/wild_set/images/022.jpg,keywest_showpiece_s/wild_set/images/015.jpg,42.81122067527817,3024,4032,3024,4032
3d_dollhouse_sink/wild_set/images/002.jpg,3d_dollhouse_sink/wild_set/images/058.jpg,58.741660599708695,3024,4032,3024,4032
soldier_wood_showpiece/wild_set/images/023.jpg,soldier_wood_showpiece/wild_set/images/076.jpg,52.52015268335457,3024,4032,3024,4032
circo_fish_toothbrush_holder_14995988/wild_set/images/046.jpg,circo_fish_toothbrush_holder_14995988/wild_set/images/018.jpg,60.16918043094943,3072,4080,3072,4080
fire_engine_toy_red_yellow_s/wild_set/images/040.jpg,fire_engine_toy_red_yellow_s/wild_set/images/028.jpg,61.27406474426069,3024,4032,4000,6000
keywest_showpiece_s/wild_set/images/016.jpg,keywest_showpiece_s/wild_set/images/062.jpg,42.21149970603331,4000,6000,4000,6000
schleich_bald_eagle/wild_set/images/051.jpg,schleich_bald_eagle/wild_set/images/044.jpg,79.34851856767364,3024,4032,3024,4032
remote_control_toy_car_s/wild_set/images/032.jpg,remote_control_toy_car_s/wild_set/images/041.jpg,76.06408048951282,3024,4032,3024,4032
can_kernel_corn/wild_set/images/000.jpg,can_kernel_corn/wild_set/images/030.jpg,72.67793353528437,3024,4032,4000,6000
weisshai_great_white_shark/wild_set/images/028.jpg,weisshai_great_white_shark/wild_set/images/036.jpg,59.4915689051398,3024,4032,3456,5184
circo_fish_toothbrush_holder_14995988/wild_set/images/001.jpg,circo_fish_toothbrush_holder_14995988/wild_set/images/062.jpg,78.5666168671306,3024,4032,3072,4080
box_multi_door_colored/wild_set/images/051.jpg,box_multi_door_colored/wild_set/images/016.jpg,46.79695490323851,3024,4032,3024,4032
