image_1,image_2,angular_distance_degrees,image_1_height,image_1_width,image_2_height,image_2_width
dino_4/wild_set/images/042.jpg,dino_4/wild_set/images/067.jpg,35.99651693725267,3072,4080,3072,4080
water_gun_toy_white/wild_set/images/033.jpg,water_gun_toy_white/wild_set/images/028.jpg,13.177800282579248,4000,6000,4000,6000
fire_engine_toy_red_yellow_s/wild_set/images/046.jpg,fire_engine_toy_red_yellow_s/wild_set/images/051.jpg,34.185579234491584,3024,4032,3024,4032
paper_weight_flowers_showpiece/wild_set/images/005.jpg,paper_weight_flowers_showpiece/wild_set/images/032.jpg,8.380461351046224,3024,4032,3024,4032
soldier_wood_showpiece/wild_set/images/016.jpg,soldier_wood_showpiece/wild_set/images/059.jpg,10.426126197525655,4000,6000,3024,4032
hut_mushrooms_showpiece/wild_set/images/033.jpg,hut_mushrooms_showpiece/wild_set/images/040.jpg,33.87927542794459,3024,4032,3024,4032
hut_mushrooms_showpiece/wild_set/images/006.jpg,hut_mushrooms_showpiece/wild_set/images/016.jpg,20.3183481994165,3024,4032,3024,4032
keywest_showpiece_s/wild_set/images/040.jpg,keywest_showpiece_s/wild_set/images/042.jpg,23.70722180363225,3024,4032,4000,6000
can_kernel_corn/wild_set/images/012.jpg,can_kernel_corn/wild_set/images/043.jpg,8.812015047485676,4000,6000,3024,4032
schleich_lion_action_figure/wild_set/images/021.jpg,schleich_lion_action_figure/wild_set/images/019.jpg,37.640500404231766,3456,5184,3024,4032
garbage_truck_green_toy_s/wild_set/images/031.jpg,garbage_truck_green_toy_s/wild_set/images/063.jpg,32.36117107080295,4000,6000,3024,4032
water_gun_toy_yellow/wild_set/images/046.jpg,water_gun_toy_yellow/wild_set/images/010.jpg,8.628356015158564,3024,4032,3072,4080
circo_fish_toothbrush_holder_14995988/wild_set/images/045.jpg,circo_fish_toothbrush_holder_14995988/wild_set/images/058.jpg,27.760214253398335,3072,4080,3024,4032
hand_drill_cordless_blue_black/wild_set/images/011.jpg,hand_drill_cordless_blue_black/wild_set/images/068.jpg,19.802793549236558,3024,4032,3024,4032
schleich_lion_action_figure/wild_set/images/059.jpg,schleich_lion_action_figure/wild_set/images/054.jpg,33.899888450929325,3024,4032,3024,4032
tractor_green_showpiece/wild_set/images/036.jpg,tractor_green_showpiece/wild_set/images/005.jpg,38.92580392878299,3024,4032,3072,4080
pumpkin_showpiece_s/wild_set/images/030.jpg,pumpkin_showpiece_s/wild_set/images/000.jpg,23.220936887408218,3024,4032,3024,4032
hand_drill_cordless_blue_black/wild_set/images/052.jpg,hand_drill_cordless_blue_black/wild_set/images/024.jpg,37.47704407295617,4000,6000,3024,4032
fire_engine_toy_red_yellow_s/wild_set/images/030.jpg,fire_engine_toy_red_yellow_s/wild_set/images/017.jpg,28.65171128462674,3024,4032,3024,4032
well_with_leaf_roof_showpiece/wild_set/images/039.jpg,well_with_leaf_roof_showpiece/wild_set/images/014.jpg,10.851989361579967,3072,4080,3024,4032
hand_drill_cordless_blue_black/wild_set/images/068.jpg,hand_drill_cordless_blue_black/wild_set/images/045.jpg,25.529112629733447,3024,4032,3024,4032
school_bus/wild_set/images/034.jpg,school_bus/wild_set/images/002.jpg,31.91847764148168,3024,4032,3024,4032
weisshai_great_white_shark/wild_set/images/029.jpg,weisshai_great_white_shark/wild_set/images/028.jpg,25.1023809694697,4032,3024,3024,4032
steps_small_showpiece/wild_set/images/022.jpg,steps_small_showpiece/wild_set/images/005.jpg,23.44905867353371,3024,4032,3072,4080
schleich_lion_action_figure/wild_set/images/065.jpg,schleich_lion_action_figure/wild_set/images/030.jpg,6.398208764434,3024,4032,3024,4032
remote_control_toy_car_s/wild_set/images/023.jpg,remote_control_toy_car_s/wild_set/images/042.jpg,37.36220108601227,4000,6000,3024,4032
water_gun_toy_green/wild_set/images/000.jpg,water_gun_toy_green/wild_set/images/017.jpg,7.289093719467522,3072,4080,3024,4032
steps_small_showpiece/wild_set/images/014.jpg,steps_small_showpiece/wild_set/images/024.jpg,19.596109424864785,3024,4032,3024,4032
ice_cream_cart_showpiece/wild_set/images/031.jpg,ice_cream_cart_showpiece/wild_set/images/016.jpg,39.24688981397943,3024,4032,3024,4032
pumpkin_showpiece_s/wild_set/images/000.jpg,pumpkin_showpiece_s/wild_set/images/050.jpg,10.27091418477928,3024,4032,3024,4032
schleich_spinosaurus_action_figure/wild_set/images/040.jpg,schleich_spinosaurus_action_figure/wild_set/images/031.jpg,38.09927261075628,3456,5184,3072,4080
ice_cream_cart_showpiece/wild_set/images/024.jpg,ice_cream_cart_showpiece/wild_set/images/046.jpg,37.172499986642144,3024,4032,4000,6000
water_gun_toy_white/wild_set/images/026.jpg,water_gun_toy_white/wild_set/images/028.jpg,27.650669089990487,3024,4032,4000,6000
dino_5/wild_set/images/042.jpg,dino_5/wild_set/images/009.jpg,18.580103417439528,3024,4032,3072,4080
